3.75,3.89,2
9.51,2.75,3
7.32,1.17,1
5.99,4.70,3
1.56,3.79,3
1.56,0.14,2
0.58,5.38,3
8.66,4.76,2
6.01,5.65,0
7.08,4.08,0
0.21,3.29,2
9.70,1.93,0
8.32,5.53,1
2.12,5.06,3
1.82,-0.68,1
1.83,-0.82,3
3.04,1.64,0
5.25,4.67,1
4.32,5.91,0
2.91,0.05,3
6.12,3.16,2
1.39,1.67,2
2.92,5.79,1
3.66,4.89,0
4.56,4.87,0
7.85,2.28,1
2.00,1.90,2
5.14,0.91,3
5.92,-0.61,1
0.46,5.05,3
6.08,4.69,2
1.71,6.00,0
0.65,5.98,2
9.49,2.89,1
9.66,4.38,0
8.08,5.61,1
3.05,4.95,1
0.98,0.73,2
6.84,2.15,1
4.40,-0.10,2
1.22,5.68,0
4.95,3.24,2
0.34,0.60,0
9.09,3.70,2
2.59,3.33,3
6.63,1.51,3
3.12,-0.21,1
5.20,3.70,2
5.47,2.64,2
1.85,4.41,0
9.70,2.64,1
7.75,4.97,2
9.39,2.86,1
8.95,2.93,3
5.98,5.14,2
9.22,1.82,2
0.88,-0.06,1
1.96,-0.80,2
0.45,4.29,1
3.25,3.34,2
3.89,3.93,0
2.71,0.49,1
8.29,-0.05,2
3.57,-0.90,3
2.81,1.45,2
5.43,3.13,3
1.41,1.75,3
8.02,2.06,0
0.75,5.33,1
9.87,1.44,2
7.72,2.60,0
1.99,4.49,2
0.06,1.78,3
8.15,3.35,1
7.07,5.04,2
7.29,5.65,2
7.71,0.03,3
0.74,5.49,2
3.58,2.44,2
1.16,0.81,3
8.63,2.21,0
6.23,5.86,3
3.31,2.45,0
0.64,1.30,1
3.11,3.43,0
3.25,0.68,0
7.30,-0.47,1
6.38,-0.10,0
8.87,-0.10,3
4.72,0.06,0
1.20,-0.03,1
7.13,3.49,3
7.61,0.27,1
5.61,1.42,1
7.71,5.28,2
4.94,2.32,2
5.23,3.67,1
4.28,0.21,1
0.25,0.35,1
1.08,-0.71,2
0.31,0.18,2
6.36,0.95,0
3.14,0.24,0
5.09,-0.38,1
9.08,-0.16,3
2.49,2.23,3
4.10,0.44,2
7.56,1.55,2
2.29,2.52,2
0.77,3.83,1
2.90,-0.72,3
1.61,4.60,0
9.30,3.40,1
8.08,-0.43,0
6.33,5.12,0
8.71,5.45,1
8.04,-0.57,0
1.87,0.94,3
8.93,4.64,0
5.39,4.24,3
8.07,0.29,3
8.96,0.47,3
3.18,1.59,2
1.10,2.39,0
2.28,3.33,1
4.27,1.58,1
8.18,2.24,0
8.61,4.23,2
0.07,-0.74,2
5.11,0.77,3
4.17,3.99,0
2.22,5.27,0
1.20,2.58,1
3.38,2.72,0
9.43,-0.25,2
3.23,2.13,0
5.19,2.73,1
7.03,0.70,3
3.64,0.88,1
9.72,1.64,1
9.62,-0.86,3
2.52,1.25,1
4.97,0.48,1
3.01,1.29,0
2.85,-0.16,0
0.37,5.23,3
6.10,3.16,0
5.03,3.75,0
0.51,4.52,1
2.79,2.49,2
9.08,-0.39,0
2.40,2.76,2
1.45,3.11,0
4.89,4.22,0
9.86,2.02,3
2.42,-0.11,3
6.72,0.99,3
7.62,1.54,2
2.38,3.52,1
7.28,3.00,0
3.68,1.49,0
6.32,5.91,0
6.34,3.24,2
5.36,0.66,3
0.90,-0.29,1
8.35,0.07,2
3.21,0.72,3
1.87,0.12,2
0.41,0.31,1
5.91,1.00,3
6.78,0.21,2
0.17,5.28,1
5.12,-0.44,0
2.26,2.67,1
6.45,1.87,0
1.74,5.88,2
6.91,-0.22,3
3.87,1.78,3
9.37,5.79,2
1.38,5.06,3
3.41,4.72,3
1.13,0.81,0
9.25,0.20,2
8.77,3.68,1
2.58,5.51,0
6.60,2.90,2
8.17,3.00,0
5.55,0.96,1
5.30,4.39,1
2.42,0.31,2
0.93,1.27,1
8.97,1.98,0
9.00,2.55,1
6.33,0.70,0
3.39,-0.20,0
3.49,3.27,1
7.26,1.02,2
8.97,3.07,3
8.87,0.08,1
7.80,2.37,0
6.42,2.73,0
0.84,-0.64,1
1.62,1.36,2
8.99,-0.06,2
6.06,-0.56,0
0.09,5.93,0
1.01,1.26,2
6.64,4.67,3
0.05,0.78,1
1.61,3.77,0
5.49,4.32,0
6.92,3.17,2
6.52,2.30,1
2.24,1.88,2
7.12,1.44,1
2.37,5.51,1
3.25,4.81,1
7.46,5.76,0
6.50,-0.13,3
8.49,4.12,2
6.58,5.57,3
5.68,0.27,2
0.94,-0.53,1
3.68,4.19,0
2.65,3.02,3
2.44,4.89,0
9.73,-0.02,2
3.93,4.57,0
8.92,0.41,0
6.31,0.15,3
7.95,0.15,1
5.03,4.70,0
5.77,3.66,1
4.93,2.66,2
1.95,1.51,0
7.22,5.14,3
2.81,1.75,2
0.24,4.72,2
6.45,2.07,3
1.77,1.64,0
9.40,2.24,0
9.54,1.11,2
9.15,4.23,0
3.70,2.52,1
0.15,0.63,3
9.28,5.30,1
4.28,1.69,0
9.67,2.80,2
9.64,5.35,3
8.53,3.37,0
2.94,-0.18,0
3.85,5.58,2
8.51,3.39,2
3.17,1.34,1
1.69,-0.03,3
5.57,4.56,3
9.36,3.34,2
6.96,2.73,1
5.70,5.26,3
0.97,4.52,2
6.15,0.06,0
9.90,1.18,3
1.40,0.74,1
5.18,4.21,1
8.77,-0.77,1
7.41,2.99,0
6.97,4.34,3
7.02,5.14,3
3.59,1.39,0
2.94,4.75,3
8.09,-0.23,0
8.10,4.93,0
8.67,-0.11,0
9.13,1.78,1
5.11,4.58,3
5.02,0.05,0
7.98,0.60,3
6.50,4.06,1
7.02,4.04,0
7.96,3.49,2
8.90,3.86,1
3.38,2.80,2
3.76,0.76,3
0.94,1.42,3
5.78,0.27,1
0.36,5.36,3
4.66,3.08,2
5.43,1.81,0
2.87,2.23,0
5.91,5.63,0
0.31,0.07,1
0.37,3.10,3
8.23,2.54,2
3.60,3.28,3
1.27,-0.87,3
5.22,5.10,3
7.70,5.52,0
2.16,2.96,2
6.23,3.88,2
0.85,5.46,3
0.52,3.95,0
5.31,0.07,0
5.41,3.03,2
6.37,3.25,0
7.26,1.97,0
9.76,4.16,0
5.16,5.54,1
3.23,5.48,3
7.95,2.16,2
2.71,-0.21,2
4.39,5.89,1
0.78,4.87,3
0.25,-0.13,2
9.63,5.45,0
8.36,5.09,2
6.96,2.63,0
4.09,3.14,1
1.73,1.79,0
1.56,-0.62,2
2.50,1.35,2
5.49,4.62,2
7.15,-0.97,1
6.60,1.33,1
2.80,1.79,3
9.55,2.76,2
7.38,5.44,0
5.54,1.42,1
6.12,1.43,2
4.20,4.16,2
2.48,2.17,1
3.56,0.57,3
7.58,2.17,1
0.14,-0.01,1
1.16,0.23,0
0.46,2.49,0
0.41,1.93,3
8.55,5.40,2
7.04,1.54,1
4.74,3.06,3
0.98,3.43,0
4.92,-0.91,1
4.73,3.64,2
1.73,0.25,0
4.34,5.73,0
3.99,0.04,0
6.16,1.90,3
6.35,-0.40,2
0.45,5.98,1
3.75,2.52,3
6.26,3.17,3
5.03,-0.53,3
8.56,4.25,0
6.59,0.47,2
1.63,5.29,3
0.71,0.44,1
6.42,0.33,2
0.27,-0.74,1
5.86,2.30,2
9.40,2.95,1
5.75,-0.54,0
3.88,4.43,3
6.43,2.17,1
4.58,2.67,2
5.46,2.09,3
9.41,1.81,3
3.86,2.92,2
9.61,0.09,1
9.05,0.27,0
1.96,5.03,0
0.69,5.62,1
1.01,1.61,3
0.18,0.90,3
0.94,3.51,3
6.83,1.86,3
0.71,-0.82,1
3.19,0.09,3
8.45,4.01,2
0.23,3.61,3
8.14,-0.81,0
2.82,0.55,3
1.18,0.62,1
6.97,3.70,0
6.29,-0.86,1
8.77,-0.27,1
7.35,4.60,0
8.03,0.25,1
2.82,3.57,1
1.77,0.67,3
7.51,-0.30,2
8.07,0.70,1
9.91,4.06,1
4.13,4.99,1
3.72,4.81,3
7.76,1.78,2
3.41,3.68,0
9.31,0.43,3
8.58,1.05,3
4.29,5.27,2
7.51,-0.91,2
7.55,-0.40,3
1.03,0.46,0
9.03,-0.81,3
5.05,0.27,2
8.26,3.08,0
3.20,1.95,2
8.96,5.25,0
3.89,4.72,1
0.11,1.39,2
9.05,0.82,2
0.91,1.66,3
3.19,3.13,2
9.50,0.88,2
9.51,3.37,1
5.73,1.87,2
6.32,2.86,1
4.48,2.05,1
2.93,1.06,1
3.29,5.64,1
6.73,4.35,0
7.52,-0.02,3
7.92,5.08,0
7.90,2.41,2
0.91,5.26,0
4.94,4.60,0
0.58,1.98,2
5.50,-0.84,2
4.42,0.88,2
8.88,2.79,0
3.51,3.43,0
1.17,0.81,2
1.43,-0.02,3
7.62,4.84,3
6.18,5.89,1
1.01,2.68,2
0.84,0.20,1
7.01,0.91,3
