2.55,-0.10
1.22,-3.55
2.53,-3.42
-3.31,1.97
3.38,3.20
-1.32,-1.43
-0.63,3.77
0.77,-2.74
4.75,-0.77
1.82,-2.24
-1.55,-4.95
-2.64,0.61
-3.20,-1.34
4.25,-4.46
-0.89,-1.68
4.63,1.34
-0.55,-4.97
1.35,-4.32
1.76,-2.78
0.43,-4.56
-4.18,-2.29
-1.63,-0.30
2.56,-1.33
3.44,2.69
2.96,1.08
0.13,1.19
2.37,-0.17
2.09,-1.18
-2.45,-3.55
0.84,3.14
3.84,-3.19
-2.79,0.31
3.45,2.95
0.52,-0.15
-2.12,-3.98
-4.69,1.89
-2.11,1.88
4.96,-3.62
2.63,4.82
-1.42,-3.47
4.63,-2.89
0.57,-0.42
0.83,2.36
-3.87,-3.21
0.15,-1.73
0.79,-0.19
1.63,-0.31
3.45,2.19
-3.02,-1.32
2.05,-3.26
-0.42,1.91
3.37,-0.14
3.63,-2.61
-3.28,4.91
1.97,3.41
-4.66,-4.87
-0.46,1.25
-4.88,2.11
2.15,2.19
-4.65,-0.47
-2.36,0.07
4.16,-1.94
4.41,1.78
-4.14,-1.05
-2.48,-0.02
1.54,2.77
-2.59,0.21
-1.30,-0.74
3.28,1.20
-3.88,-4.37
-0.38,-2.81
3.66,-1.58
4.75,-3.86
-3.46,-4.39
2.70,0.08
3.87,-0.60
2.60,2.42
2.30,4.61
-1.71,3.85
-0.28,-1.41
-3.38,-3.87
3.47,-1.33
-1.09,4.21
1.52,0.52
-0.08,-0.41
-2.57,-3.22
-4.14,1.78
3.31,-3.16
-1.49,0.45
-4.65,4.51
4.00,-0.17
1.03,-1.91
2.57,0.59
-3.98,1.75
-1.45,-2.89
-4.63,-3.52
-2.73,-0.03
1.54,1.60
4.85,1.23
-3.50,-3.25
-2.75,0.56
-3.54,-4.15
-4.73,-3.87
0.39,-0.86
-2.08,-4.42
0.20,3.29
-4.31,-4.90
-0.41,-2.53
3.49,-2.56
-0.70,-0.39
1.62,4.33
2.92,4.47
3.52,4.58
-1.78,2.02
-2.92,-0.08
0.70,1.16
-4.52,-3.72
-2.31,-3.06
4.81,-0.04
1.02,-0.19
3.67,-0.25
4.35,3.43
3.45,-1.50
-3.38,3.80
1.01,-2.58
-4.03,0.18
-4.05,-2.63
-0.96,-1.42
2.80,-4.22
3.97,3.20
2.89,-1.84
-1.34,-4.47
0.55,4.21
1.54,-1.91
1.06,-3.99
-0.10,1.07
-4.28,2.36
-0.59,-4.33
1.89,1.47
0.60,3.82
0.46,1.97
-3.28,2.03
-2.53,-1.63
2.76,1.18
-1.38,2.75
-2.36,3.39
3.82,-4.04
-2.28,-0.63
-4.69,3.74
2.34,-3.34
3.31,-3.24
-2.50,-2.05
-0.02,1.11
4.08,-1.22
-3.37,-1.11
-3.15,-4.75
3.59,-4.75
-0.12,-2.71
3.70,-2.38
3.45,-2.67
0.30,-3.47
-1.95,0.90
3.44,1.90
-0.03,-0.36
0.51,-3.83
-3.39,2.70
3.48,-3.57
-0.29,4.66
-0.44,-4.29
-0.04,-2.91
-1.68,-1.73
4.49,-4.95
-0.65,-3.50
-2.19,-4.76
-1.66,0.60
4.48,-2.01
-2.83,2.59
2.40,-2.44
-4.00,3.19
-3.99,-2.16
-1.88,1.34
-3.24,1.86
1.81,4.92
-3.26,0.22
-0.62,-3.99
3.68,-1.77
0.12,3.08
1.85,2.90
-0.59,-1.78
3.18,-2.50
-4.30,1.08
2.77,3.86
2.11,3.84
-3.04,-3.06
-3.14,4.50
-2.05,-1.56
3.94,2.74
0.98,4.75
4.21,-0.96
3.80,-4.94
0.52,4.26
-3.47,-2.06
3.66,2.04
-3.47,-0.66
3.00,-1.25
3.85,-1.58
0.02,-3.58
3.46,-2.24
1.84,1.52
-2.33,-4.46
0.54,-1.71
2.93,1.41
4.06,-1.07
2.54,4.83
-4.76,-4.15
3.78,-4.56
-0.02,0.41
2.77,-0.32
4.50,-4.72
2.81,3.25
-4.41,2.60
-1.94,2.91
-2.48,-3.71
3.67,0.41
-1.80,-0.16
-0.18,-0.17
2.10,-2.61
-3.33,2.97
0.38,-1.94
-2.81,-0.71
-3.58,-4.47
-0.11,3.27
0.53,-2.20
4.27,-1.72
-2.98,3.55
2.41,-2.87
2.37,1.94
0.16,2.40
4.29,0.80
1.40,-1.39
1.83,-3.56
-3.83,-2.88
0.12,0.82
-1.43,-0.71
-3.69,-4.51
-3.44,-2.73
-1.94,-1.79
2.19,-3.09
-4.11,-4.50
2.71,1.78
-2.03,4.90
-2.76,1.65
-2.44,1.77
-2.05,1.60
2.83,-3.07
1.74,-4.75
-1.54,-0.76
1.90,-1.65
-2.03,-3.47
3.24,-2.89
-4.44,-4.03
2.92,-0.50
2.41,-4.92
-1.95,-0.56
1.58,-0.86
-0.98,1.74
0.10,4.71
3.91,-2.83
-1.27,-2.59
3.46,4.81
0.07,-0.55
0.73,-4.93
-0.85,-1.27
3.23,-4.42
0.26,0.24
-3.22,2.59
-2.57,4.02
3.69,-1.72
-0.06,-1.87
2.93,-4.46
4.78,-0.30
-1.43,-2.86
-2.47,1.03
3.48,-3.70
2.30,-3.74
-1.27,-1.07
1.40,-0.18
2.06,-4.42
1.96,-4.20
1.38,3.36
-3.77,3.64
4.69,-0.72
-4.23,-4.71
0.72,4.70
2.03,-1.14
-1.77,-3.60
-2.05,2.17
-2.80,4.82
-1.64,3.48
4.26,-3.00
0.58,3.58
3.53,4.06
2.67,-3.33
0.32,0.77
-3.72,-2.46
4.89,3.70
4.46,-0.12
-2.10,-0.10
-2.89,0.18
-0.35,-3.85
-0.90,-2.12
-3.12,3.94
-4.00,3.69
3.93,0.02
0.57,0.46
2.43,-0.26
-3.54,-4.12
-3.31,0.12
1.12,-1.21
1.74,3.79
-3.32,0.93
2.67,3.18
0.81,1.39
3.94,4.72
2.18,2.68
3.53,-0.38
-3.13,-1.55
-0.57,4.13
-4.83,-1.12
2.27,0.69
-2.55,-4.67
-3.49,1.40
-1.60,4.98
1.02,4.69
3.88,0.15
1.22,-2.06
4.70,0.71
3.39,2.34
0.33,1.74
4.01,-0.30
-0.63,-0.47
-2.77,4.65
-3.27,4.60
0.27,1.25
3.50,-1.61
3.34,-3.72
-0.80,4.39
2.75,2.38
-3.49,4.39
-0.79,-4.22
4.48,-1.39
4.34,-3.53
0.48,4.85
0.84,-3.24
-2.87,-0.65
1.83,-0.93
-0.59,-3.38
-4.61,-4.79
3.85,3.31
1.97,-3.55
-1.34,0.24
-2.36,4.88
-2.99,0.49
3.74,3.10
-3.66,-1.34
-1.52,0.34
1.28,3.04
-2.19,0.24
-0.97,-0.74
-0.22,-2.18
-4.59,-3.63
-1.19,-2.40
-2.65,-3.47
-4.83,-4.42
0.22,-3.66
-3.57,-0.85
-3.36,-4.11
-4.69,0.12
0.43,4.42
-4.35,4.07
-1.98,1.50
-2.84,3.39
-2.36,-1.95
-0.50,2.48
-2.42,4.02
-2.33,-2.47
3.57,3.03
-0.26,-3.88
4.88,0.90
-3.81,2.94
-0.88,1.42
-2.98,2.83
4.86,0.62
4.83,-4.67
4.44,-3.63
-0.35,-2.97
0.71,4.15
4.26,-2.66
-2.64,-0.27
1.25,4.55
0.08,1.93
3.97,-1.28
1.66,1.28
2.02,4.14
1.36,-0.45
4.84,4.66
1.65,3.78
-1.21,1.16
-0.44,-3.46
-3.28,-3.39
-4.43,-2.38
-4.78,-4.64
-1.65,-3.16
1.30,-1.78
3.44,4.84
4.99,1.56
-4.96,-0.01
3.87,-4.93
1.97,-2.92
2.01,3.04
4.72,3.77
-1.29,3.94
-4.02,3.73
-1.52,4.62
-0.77,-0.15
4.41,3.55
-2.63,-3.14
0.68,0.09
-0.39,4.57
2.85,-2.35
4.39,-1.27
1.34,0.25
1.40,4.75
-4.57,1.17
2.99,1.51
-4.36,2.66
3.88,-0.45
0.76,-4.15
-0.50,-3.27
4.40,-0.89
2.36,3.14
1.65,0.71
-3.57,-2.70
4.27,-2.41
0.73,0.11
-3.85,-2.17
1.57,-4.65
1.96,2.03
0.42,1.44
0.48,0.72
4.13,3.17
-3.95,4.78
1.96,3.48
-1.75,4.08
4.47,0.85
4.64,-3.45
-4.63,-3.12
-4.64,-0.65
4.21,1.55
1.38,0.88
4.71,-2.37
4.16,-0.77
0.72,1.46
0.16,-4.29
-2.76,1.10
4.81,1.51
3.37,3.78
-1.64,-4.43
4.68,-0.86
0.31,0.27
-0.36,-4.50
-0.33,-1.38
-2.75,3.84
-2.90,-0.86
4.11,1.69
3.63,1.12
1.14,-4.32
-1.47,4.80
-2.76,-1.44
-1.84,0.67
2.59,3.42
-4.42,2.02
2.58,3.57
-4.30,-1.04
-2.02,4.15
1.68,-2.12
-2.48,-1.56
4.12,-3.14
-0.91,2.15
-2.51,-4.84
-1.37,-1.10
2.85,-1.80
-3.78,3.73
-4.33,-3.51
2.97,-3.99
0.30,4.05
0.33,-2.47
0.67,-0.48
-0.58,1.69
-0.73,-1.52
